pc,cn,hi,gi,year_range,label
1,0,0,0,1,1
1,1,1,1,1,1
10,20,3,3,8,1
8,88,3,8,5,1
9,25,3,3,8,1
1,1,1,1,1,1
1,0,0,0,1,1
21,41,3,3,14,0
12,89,4,7,14,1
2,2,1,1,7,1
63,435,11,11,27,0
12,24,3,3,23,1
1,0,0,0,1,1
17,28,3,3,9,1
2,0,0,0,8,1
5,28,2,5,5,1
11,13,2,2,5,1
3,15,2,3,10,1
1,0,0,0,1,1
6,6,2,2,7,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
81,323,10,10,20,0
64,919,17,17,15,0
1,0,0,0,1,1
7,8,2,2,5,1
15,17,3,3,16,1
3,1,1,1,8,1
45,183,6,6,26,0
13,106,6,8,8,1
9,4,1,1,12,1
2,1,1,1,3,1
4,1,1,1,9,1
2,0,0,0,1,1
26,265,7,10,14,0
36,162,6,6,40,0
26,62,3,3,16,0
1,0,0,0,1,1
11,212,8,11,10,1
8,38,3,4,8,1
157,1496,17,17,36,0
5,15,2,3,4,1
25,41,3,3,13,0
12,115,7,9,10,1
18,189,7,10,16,1
61,275,9,9,17,0
3,0,0,0,1,1
8,28,3,3,7,1
3,6,1,2,3,1
3,36,2,3,8,1
1,0,0,0,1,1
3,3,1,1,6,1
2,12,0,2,2,1
9,20,3,3,8,1
22,31,3,3,10,0
5,91,3,5,5,1
1,0,0,0,1,1
29,963,7,29,12,0
9,176,6,9,9,1
10,81,3,8,12,1
139,1375,20,20,22,0
2,0,0,0,1,1
83,493,12,12,22,0
2,0,0,0,1,1
6,6,1,1,3,1
3,0,0,0,2,1
31,84,6,6,15,0
46,180,7,7,20,0
1,7,1,1,1,1
7,1,1,1,3,1
1,2,1,1,1,1
28,132,7,7,17,0
25,246,8,9,22,0
13,122,5,9,10,1
5,14,3,3,8,1
105,4852,27,46,29,0
13,108,5,8,12,1
1,0,0,0,1,1
224,3348,29,29,31,0
3,6,2,2,3,1
8,60,4,7,5,1
45,519,10,11,28,0
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
27,53,5,5,12,0
4,4,1,1,6,1
9,64,5,7,8,1
10,427,7,10,7,1
15,7,1,1,2,1
4,17,3,4,4,1
24,377,10,15,12,0
5,2,1,1,3,1
3,3,1,1,3,1
10,53,3,5,17,1
53,64,4,4,24,0
62,94,6,6,29,0
3,2,1,1,3,1
10,62,3,6,8,1
1,0,0,0,1,1
2,9,0,2,1,1
9,26,3,3,22,1
6,18,3,3,7,1
1,7,1,1,1,1
4,0,0,0,3,1
2,3,1,1,2,1
157,2921,25,25,29,0
1,3,1,1,1,1
20,25,3,3,8,1
26,75,5,5,20,0
19,13,2,2,3,1
1,8,1,1,1,1
12,38,4,4,7,1
1,0,0,0,1,1
2,4,1,2,3,1
1,0,0,0,1,1
43,184,9,9,9,0
2,1,1,1,1,1
2,1,1,1,2,1
53,93,5,5,36,0
22,56,4,4,12,0
1,7,1,1,1,1
123,3091,25,25,24,0
156,1865,22,22,17,0
1,10,1,1,1,1
1,3,1,1,1,1
3,2,1,1,2,1
9,4,1,1,11,1
3,12,2,3,3,1
1,0,0,0,1,1
74,173,8,8,20,0
9,81,3,9,7,1
179,1483,20,20,28,0
6,43,3,6,8,1
1,0,0,0,1,1
7,13,2,2,7,1
69,1250,18,18,19,0
2,0,0,0,1,1
1,0,0,0,1,1
83,188,8,8,21,0
3,14,2,3,5,1
20,30,3,3,15,1
5,3,1,1,6,1
31,29,3,3,10,0
5,72,3,5,7,1
3,9,2,3,3,1
5,7,2,2,3,1
81,172,5,5,11,0
1,0,0,0,1,1
1,5,1,1,1,1
7,64,3,7,9,1
3,9,2,3,2,1
9,435,8,9,7,1
1,3,1,1,1,1
2,2,1,1,1,1
3,0,0,0,3,1
8,24,3,3,20,1
4,0,0,0,3,1
2,9,1,2,1,1
2,0,0,0,4,1
6,11,2,2,8,1
1,0,0,0,1,1
4,2,1,1,2,1
83,713,15,15,27,0
26,27,2,2,18,0
3,12,2,3,2,1
25,85,6,6,9,0
14,48,4,4,3,1
1,0,0,0,1,1
66,927,14,14,23,0
3,16,2,3,2,1
4,16,2,4,6,1
5,9,2,2,6,1
1,0,0,0,1,1
1,26,1,1,1,1
3,16,2,3,3,1
1,3,1,1,1,1
3,1,1,1,3,1
13,58,5,5,9,1
12,53,3,4,30,1
29,266,9,9,9,0
1,0,0,0,1,1
10,91,4,9,6,1
89,755,14,14,26,0
6,224,4,6,13,1
16,148,6,9,9,1
5,35,2,5,6,1
5,43,3,5,4,1
2,1,1,1,3,1
5,17,3,3,6,1
4,0,0,0,1,1
1,0,0,0,1,1
8,80,2,8,14,1
18,648,8,18,17,1
53,560,10,10,27,0
65,339,9,9,31,0
3,0,0,0,6,1
14,44,4,4,9,1
2,12,1,2,1,1
2,1,1,1,1,1
27,59,5,5,11,0
3,3,1,1,5,1
9,0,0,0,10,1
8,2,1,1,8,1
4,0,0,0,10,1
1,0,0,0,1,1
3,14,1,3,4,1
4,7,1,1,3,1
1,2,1,1,1,1
6,92,4,6,5,1
4,6,2,2,4,1
35,118,6,6,20,0
1,0,0,0,1,1
56,511,11,11,19,0
39,58,5,5,19,0
38,1379,21,36,18,0
2,0,0,0,1,1
27,26,2,2,10,0
9,29,4,4,3,1
1,0,0,0,1,1
3,65,0,3,10,1
2,2,1,1,3,1
9,37,3,4,11,1
43,957,15,22,18,0
79,406,9,9,23,0
2,2,1,1,2,1
5,10,2,2,7,1
17,412,4,17,18,1
3,3,1,1,5,1
30,139,5,5,20,0
1,1,1,1,1,1
7,12,2,2,4,1
1,3,1,1,1,1
2,14,1,2,1,1
75,1142,18,18,23,0
9,6,1,1,6,1
1,0,0,0,1,1
97,243,8,8,13,0
1,0,0,0,1,1
8,14,2,2,7,1
2,0,0,0,1,1
13,1106,9,13,12,1
2,2,1,1,1,1
10,82,4,8,10,1
66,1348,19,20,27,0
40,33,2,2,16,0
39,440,12,12,22,0
7,2,1,1,3,1
11,313,9,11,6,1
11,19,3,3,7,1
2,3,1,1,2,1
16,29,3,3,22,1
1,10,1,1,1,1
2,11,0,2,2,1
1,0,0,0,1,1
1,0,0,0,1,1
2,0,0,0,2,1
3,0,0,0,3,1
34,217,7,7,11,0
1,0,0,0,1,1
4,0,0,0,8,1
7,10,2,2,12,1
6,18,2,3,8,1
8,21,3,3,5,1
14,8,2,2,6,1
7,8,2,2,3,1
3,1,1,1,3,1
38,2961,16,38,21,0
2,18,0,2,2,1
189,9174,40,48,28,0
4,21,2,4,2,1
11,4,1,1,12,1
1,0,0,0,1,1
4,9,2,2,9,1
7,72,4,7,8,1
1,0,0,0,1,1
13,22,2,2,8,1
65,116,5,5,29,0
123,4455,32,36,33,0
9,26,3,3,4,1
30,50,4,4,14,0
95,741,12,12,23,0
90,306,9,9,23,0
24,25,3,3,8,1
6,2,1,1,4,1
8,5,1,1,13,1
4,4,1,1,1,1
17,52,4,4,9,1
12,86,5,7,9,1
2,8,1,2,1,1
2,0,0,0,1,1
14,61,4,4,9,1
3,24,0,3,3,1
21,23,2,2,8,1
7,30,3,4,12,1
4,7,2,2,3,1
1,0,0,0,1,1
2,17,0,2,3,1
3,3,1,1,2,1
1,2,1,1,1,1
18,54,5,5,9,1
1,0,0,0,1,1
2,8,1,2,3,1
16,70,4,4,8,1
11,66,5,6,13,1
1,0,0,0,1,1
10,22,3,3,5,1
2,1,1,1,3,1
1,12,1,1,1,1
9,23,2,2,15,1
6,11,2,2,4,1
1,2,1,1,1,1
12,74,4,6,4,1
3,10,2,3,5,1
1,7,1,1,1,1
14,256,5,14,15,1
1,1,1,1,1,1
6,66,3,6,22,1
1,0,0,0,1,1
1,0,0,0,1,1
40,245,9,9,18,0
96,143,5,5,16,0
2,13,0,2,2,1
3,28,0,3,4,1
9,31,2,3,9,1
1,0,0,0,1,1
2,0,0,0,11,1
1,0,0,0,1,1
160,497,10,10,31,0
28,574,9,20,16,0
1,0,0,0,1,1
2,6,0,2,1,1
3,0,0,0,1,1
146,1624,20,20,24,0
1,0,0,0,1,1
152,375,8,8,10,0
4,3,1,1,3,1
41,273,7,7,31,0
2,0,0,0,1,1
12,8,2,2,4,1
1,8,1,1,1,1
17,181,6,10,16,1
5,14,2,2,5,1
28,51,5,5,14,0
1,0,0,0,1,1
1,0,0,0,1,1
12,20,3,3,8,1
1,0,0,0,1,1
2,4,1,2,5,1
4,0,0,0,2,1
13,8,2,2,4,1
2,37,0,2,2,1
1,1,1,1,1,1
16,1176,12,16,6,1
20,33,3,3,15,1
2,0,0,0,1,1
1,0,0,0,1,1
4,5,1,1,3,1
24,70,4,4,9,0
33,319,9,9,8,1
6,20,3,3,3,1
74,1194,17,17,20,0
1,0,0,0,1,1
28,150,7,7,14,0
2,8,0,2,2,1
18,145,7,8,12,1
33,149,8,8,44,0
25,51,4,4,10,0
1,5,1,1,1,1
10,18,2,2,13,1
1,0,0,0,1,1
20,299,7,14,25,1
3,2,1,1,1,1
1,0,0,0,1,1
1,2,1,1,1,1
1,0,0,0,1,1
22,27,3,3,15,0
6,8,2,2,4,1
29,71,4,4,8,1
7,25,4,4,9,1
2,4,1,2,1,1
4,16,1,4,4,1
227,1068,14,14,24,0
1,0,0,0,1,1
62,198,8,8,8,1
4,26,3,4,4,1
13,36,3,3,27,1
5,4,1,1,2,1
1,7,1,1,1,1
3,8,1,2,6,1
1,0,0,0,1,1
1,1,1,1,1,1
19,44,3,3,11,1
1,0,0,0,1,1
3,15,1,3,3,1
42,48,3,3,19,0
36,198,7,7,29,0
2,0,0,0,4,1
5,16,1,3,4,1
2,36,1,2,3,1
4,2,1,1,17,1
1,0,0,0,1,1
72,924,19,19,21,0
1,0,0,0,1,1
10,67,5,6,11,1
26,75,5,5,19,0
20,21,2,2,21,1
19,70,5,5,8,1
1,0,0,0,1,1
4,21,3,4,5,1
9,94,6,9,9,1
14,54,3,3,6,1
13,180,4,13,11,1
34,23,3,3,16,0
4,8,2,2,7,1
1,1,1,1,1,1
19,20,2,2,10,1
15,141,6,9,9,1
17,88,5,5,12,1
1,12,1,1,1,1
4,7,2,2,2,1
3,2,1,1,2,1
6,1,1,1,5,1
1,3,1,1,1,1
25,83,6,6,10,0
12,23,2,2,5,1
1,0,0,0,1,1
1,9,1,1,1,1
1,67,1,1,1,1
1,1,1,1,1,1
1,3,1,1,1,1
3,33,0,3,4,1
1,0,0,0,1,1
1,0,0,0,1,1
2,1,1,1,1,1
49,138,5,5,14,0
33,122,5,5,14,0
12,126,6,10,13,1
2,0,0,0,1,1
46,208,9,9,30,0
1,4,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
120,885,14,14,23,0
13,21,3,3,5,1
1,0,0,0,1,1
59,665,13,13,15,0
1,22,1,1,1,1
35,115,6,6,11,0
8,23,2,2,12,1
5,3,1,1,2,1
1,0,0,0,1,1
39,235,10,10,19,0
1,1,1,1,1,1
12,13,2,2,16,1
28,44,4,4,9,0
2,0,0,0,2,1
6,4,1,1,12,1
11,107,4,9,19,1
2,2,1,1,1,1
7,87,3,7,15,1
5,86,4,5,5,1
7,69,5,7,9,1
3,3,1,1,5,1
27,32,3,3,13,0
44,1503,10,34,18,0
3,2,1,1,2,1
15,119,6,7,11,1
2,1,1,1,3,1
41,87,5,5,12,0
73,1394,22,22,20,0
1,0,0,0,1,1
5,26,2,5,5,1
10,16,2,2,8,1
19,133,6,7,10,1
11,196,6,11,7,1
1,0,0,0,1,1
15,76,4,5,7,1
13,73,5,5,30,1
62,372,12,12,23,0
8,69,3,8,8,1
1,2,1,1,1,1
27,58,4,4,17,0
3,2,1,1,1,1
160,2001,25,25,29,0
1,1,1,1,1,1
1,0,0,0,1,1
1,3,1,1,1,1
1,0,0,0,1,1
9,63,4,7,5,1
18,55,4,4,11,1
1,0,0,0,1,1
2,0,0,0,1,1
3,2,1,1,2,1
20,146,8,8,13,1
1,0,0,0,1,1
16,29,3,3,8,1
1,0,0,0,1,1
4,4,1,1,3,1
1,0,0,0,1,1
6,1,1,1,5,1
70,220,8,8,24,0
35,222,8,8,8,1
29,40,4,4,21,0
3,2,1,1,1,1
3,12,1,3,6,1
158,1108,17,17,22,0
2,1,1,1,2,1
2,0,0,0,2,1
3,3,1,1,4,1
46,305,9,9,14,0
31,76,6,6,11,0
3,1,1,1,1,1
76,2752,20,36,28,0
2,1,1,1,1,1
5,1,1,1,3,1
40,40,3,3,34,0
10,2,1,1,3,1
1,0,0,0,1,1
1,0,0,0,1,1
126,1215,17,17,37,0
2,0,0,0,4,1
7,2,1,1,7,1
1,0,0,0,1,1
105,248,8,8,26,0
3,2,1,1,1,1
19,106,6,6,8,1
30,260,9,9,7,1
31,107,6,6,18,0
3,4,2,2,2,1
1,2,1,1,1,1
3,6,1,2,3,1
1,0,0,0,1,1
11,25,3,3,3,1
95,603,9,9,27,0
2,0,0,0,1,1
5,62,0,5,4,1
2,2,1,1,2,1
11,13,2,2,10,1
7,8,1,1,8,1
2,2,1,1,1,1
3,10,2,3,3,1
7,14,3,3,5,1
1,0,0,0,1,1
2,0,0,0,1,1
31,167,6,6,14,0
1,0,0,0,1,1
21,78,3,3,11,0
39,60,5,5,19,0
2,1,1,1,3,1
64,296,10,10,14,0
6,1,1,1,5,1
11,76,4,6,5,1
29,244,10,10,25,0
20,13,2,2,16,1
4,30,1,4,5,1
7,13,2,2,19,1
5,7,1,1,8,1
1,0,0,0,1,1
9,107,5,9,7,1
1,0,0,0,1,1
88,2739,24,31,18,0
18,45,2,2,28,1
1,2,1,1,1,1
13,14,2,2,16,1
9,16,1,1,14,1
4,1,1,1,14,1
16,26,3,3,14,1
180,934,14,14,29,0
17,104,3,6,8,1
14,27,3,3,7,1
40,193,8,8,24,0
4,49,2,4,10,1
25,402,9,16,11,0
130,2760,27,27,18,0
13,28,4,4,10,1
1,0,0,0,1,1
1,0,0,0,1,1
23,12,2,2,9,0
13,211,4,13,9,1
8,16,3,3,9,1
16,828,6,16,33,1
1,0,0,0,1,1
25,35,2,2,15,0
3,12,2,3,2,1
1,2,1,1,1,1
22,371,11,16,11,0
4,17,3,4,4,1
6,4,1,1,6,1
9,53,3,5,4,1
3,8,2,2,1,1
11,51,4,4,5,1
1,4,1,1,1,1
17,38,4,4,8,1
2,0,0,0,2,1
104,514,11,11,29,0
93,804,13,13,45,0
408,11765,60,60,36,0
11,52,3,4,38,1
5,3,1,1,4,1
1,1,1,1,1,1
42,89,6,6,31,0
4,22,2,4,3,1
1,1,1,1,1,1
1,32,1,1,1,1
17,70,5,5,19,1
26,22,2,2,12,0
18,24,3,3,8,1
2,1,1,1,1,1
5,3,1,1,7,1
85,75,4,4,19,0
6,0,0,0,7,1
4,9,2,2,7,1
7,215,6,7,5,1
347,9386,50,50,32,0
1,3,1,1,1,1
1,0,0,0,1,1
2,0,0,0,6,1
41,90,6,6,23,0
20,37,4,4,15,1
1,0,0,0,1,1
11,38,3,3,10,1
2,1,1,1,4,1
1,0,0,0,1,1
7,14,2,2,20,1
2,1,1,1,1,1
1,0,0,0,1,1
4,3,1,1,5,1
22,45,4,4,18,0
1,34,1,1,1,1
3,2,1,1,4,1
18,172,8,9,16,1
2,1,1,1,2,1
3,4,1,1,2,1
50,210,7,7,19,0
4,20,3,4,5,1
140,1798,22,22,17,0
1,0,0,0,1,1
4,1,1,1,3,1
14,62,5,5,17,1
8,24,3,3,9,1
1,0,0,0,1,1
2,0,0,0,1,1
7,64,4,7,6,1
14,116,8,8,7,1
14,40,4,4,11,1
3,4,1,1,3,1
2,9,0,2,8,1
2,2,1,1,5,1
1,0,0,0,1,1
2,0,0,0,1,1
1,0,0,0,1,1
2,1,1,1,3,1
3,3,1,1,2,1
48,190,6,6,18,0
169,8761,31,51,29,0
48,452,12,12,28,0
142,1771,20,20,32,0
1,1,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
111,668,13,13,40,0
157,248,8,8,19,0
4,2,1,1,5,1
2,0,0,0,2,1
1,0,0,0,1,1
9,41,3,4,21,1
2,121,0,2,2,1
28,61,4,4,9,0
4,36,2,4,5,1
3,3,1,1,1,1
5,18,2,3,12,1
57,983,14,17,11,0
44,351,7,7,16,0
4,17,2,4,2,1
3,1,1,1,5,1
11,40,2,3,10,1
2,13,0,2,1,1
33,144,7,7,24,0
10,9,2,2,5,1
34,342,11,11,20,0
2,28,1,2,2,1
5,2,1,1,5,1
116,1427,18,18,21,0
3,6,1,2,2,1
57,1272,15,22,21,0
1,1,1,1,1,1
162,5099,33,33,18,0
54,189,8,8,15,0
2,6,0,2,2,1
1,0,0,0,1,1
1,0,0,0,1,1
4,1,1,1,2,1
2,0,0,0,3,1
6,3,1,1,5,1
3,9,1,3,3,1
44,163,7,7,10,0
1,6,1,1,1,1
7,139,5,7,5,1
18,153,6,8,12,1
9,18,2,2,4,1
43,36,4,4,8,1
8,6,2,2,6,1
1,0,0,0,1,1
2,9,1,2,6,1
10,19,2,2,7,1
49,360,9,9,23,0
2,8,1,2,3,1
6,6,2,2,3,1
2,3,1,1,1,1
17,6,1,1,8,1
1,0,0,0,1,1
3,39,2,3,4,1
259,4620,35,35,39,0
5,21,2,4,7,1
1,7,1,1,1,1
191,8317,41,43,20,0
3,6,1,2,1,1
11,46,3,4,10,1
12,1,1,1,2,1
6,4,1,1,4,1
22,476,11,21,10,0
74,234,9,9,14,0
2,7,0,2,2,1
5,0,0,0,4,1
30,347,9,11,18,0
2,8,1,2,2,1
17,23,3,3,7,1
3,8,2,2,3,1
2,1,1,1,4,1
1,0,0,0,1,1
4,0,0,0,3,1
1,1,1,1,1,1
1,0,0,0,1,1
9,33,3,3,4,1
8,6,2,2,6,1
1,0,0,0,1,1
3,4,1,1,2,1
1,0,0,0,1,1
153,2200,22,22,45,0
1,0,0,0,1,1
15,80,5,5,22,1
1,0,0,0,1,1
5,15,2,3,4,1
13,158,3,12,12,1
8,177,6,8,10,1
1,0,0,0,1,1
7,10,2,2,8,1
1,30,1,1,1,1
3,3,1,1,3,1
16,86,4,5,21,1
1,0,0,0,1,1
3,1,1,1,2,1
1,0,0,0,1,1
186,1551,20,20,32,0
1,5,1,1,1,1
7,4,1,1,2,1
1,0,0,0,1,1
8,7,2,2,14,1
1,0,0,0,1,1
3,41,2,3,5,1
2,0,0,0,2,1
1,1,1,1,1,1
32,102,6,6,26,0
8,5,2,2,4,1
1,12,1,1,1,1
2,14,0,2,3,1
2,1,1,1,2,1
4,5,1,1,8,1
13,27,2,2,7,1
20,72,5,5,9,1
2,2,1,1,1,1
9,45,4,5,14,1
1,4,1,1,1,1
5,20,3,4,8,1
1,0,0,0,1,1
1,0,0,0,1,1
4,4,1,1,4,1
19,97,6,6,11,1
1,0,0,0,1,1
75,145,5,5,21,0
1,0,0,0,1,1
9,239,5,9,8,1
1,1,1,1,1,1
47,694,13,14,14,0
72,225,8,8,11,0
1,0,0,0,1,1
14,66,4,4,11,1
7,94,5,7,7,1
31,159,6,6,24,0
42,210,9,9,35,0
1,0,0,0,1,1
5,10,2,2,2,1
16,44,3,3,6,1
5,11,2,2,5,1
1,1,1,1,1,1
2,0,0,0,2,1
16,100,5,6,20,1
40,415,10,10,20,0
4,7,2,2,3,1
3,2,1,1,2,1
22,134,6,6,12,0
14,251,6,14,18,1
2,10,0,2,3,1
1,0,0,0,1,1
40,381,10,10,20,0
1,1,1,1,1,1
29,34,3,3,9,0
4,51,2,4,5,1
1,0,0,0,1,1
19,126,8,8,6,1
37,159,7,7,10,0
29,120,7,7,15,0
2,0,0,0,2,1
26,65,3,3,22,0
9,1,1,1,2,1
1,0,0,0,1,1
1,0,0,0,1,1
3,44,2,3,2,1
37,295,9,9,31,0
1,0,0,0,1,1
1,0,0,0,1,1
3,28,2,3,5,1
1,0,0,0,1,1
6,7,1,1,6,1
2,2,1,1,5,1
15,9,2,2,8,1
11,26,3,3,6,1
2,0,0,0,2,1
20,210,7,10,11,1
1,1,1,1,1,1
22,91,5,5,10,0
7,2,1,1,7,1
56,839,13,14,12,0
1,1,1,1,1,1
1,1,1,1,1,1
20,137,8,8,7,1
2,2,1,1,2,1
10,57,5,5,5,1
94,859,15,15,23,0
3,3,1,1,1,1
2,512,0,2,1,1
6,14,3,3,4,1
2,1,1,1,1,1
1,0,0,0,1,1
2,0,0,0,1,1
12,58,5,5,7,1
1,1,1,1,1,1
2,0,0,0,2,1
6,1,1,1,5,1
1,2,1,1,1,1
2,1,1,1,1,1
42,66,5,5,21,0
33,2692,8,33,32,0
2,1,1,1,3,1
1,2,1,1,1,1
3,0,0,0,6,1
5,6,2,2,7,1
17,131,6,7,10,1
1,20,1,1,1,1
138,896,15,15,27,0
1,0,0,0,1,1
29,91,4,4,21,0
7,24,3,3,3,1
107,1692,14,15,30,0
12,23,3,3,10,1
32,60,4,4,11,0
4,14,2,3,9,1
1,0,0,0,1,1
38,351,7,9,15,0
1,26,1,1,1,1
4,1,1,1,2,1
1,0,0,0,1,1
1,0,0,0,1,1
5,3,1,1,4,1
13,39,3,3,12,1
14,0,0,0,4,1
6,26,3,4,5,1
6,27,2,4,12,1
25,227,9,9,16,0
3,12,0,3,2,1
72,632,13,13,23,0
1,11,1,1,1,1
1,3,1,1,1,1
1,0,0,0,1,1
6,3,1,1,3,1
5,55,3,5,5,1
10,122,6,10,6,1
2,4,1,2,1,1
10,105,6,10,6,1
6,35,3,5,5,1
12,11,2,2,4,1
7,95,4,7,25,1
2,15,0,2,7,1
1,0,0,0,1,1
2,7,1,2,2,1
20,148,7,7,9,1
94,478,13,13,22,0
3,8,2,2,2,1
4,17,2,4,3,1
71,1488,22,22,15,0
6,10,2,2,4,1
4,14,3,3,3,1
63,538,12,12,32,0
66,287,9,9,14,0
1,7,1,1,1,1
3,1,1,1,3,1
3,2,1,1,4,1
188,1385,18,18,34,0
7,8,2,2,7,1
1,0,0,0,1,1
14,14,2,2,7,1
3,135,0,3,1,1
7,111,4,7,6,1
1,9,1,1,1,1
2,7,1,2,2,1
13,29,3,3,18,1
1,0,0,0,1,1
2,3,1,1,4,1
1,1,1,1,1,1
13,11,2,2,6,1
49,151,6,6,15,0
4,9,2,2,3,1
1,0,0,0,1,1
239,2316,23,23,24,0
2,0,0,0,2,1
2,193,0,2,2,1
1,0,0,0,1,1
30,76,5,5,17,0
59,447,12,12,10,0
22,477,9,21,13,0
6,82,4,6,7,1
1,2,1,1,1,1
24,408,10,17,9,0
22,161,7,7,16,0
9,78,4,8,4,1
1,0,0,0,1,1
5,440,4,5,4,1
16,17,3,3,6,1
6,0,0,0,2,1
7,15,2,2,5,1
19,218,7,11,11,1
8,45,4,5,5,1
4,10,2,2,6,1
72,542,13,13,19,0
1,0,0,0,1,1
20,168,5,8,22,1
30,189,7,7,12,0
1,12,1,1,1,1
9,2,1,1,5,1
1,0,0,0,1,1
5,4,1,1,5,1
5,51,4,5,8,1
1,0,0,0,1,1
2,8,0,2,1,1
8,45,4,5,7,1
3,1,1,1,2,1
76,552,14,14,22,0
1,0,0,0,1,1
7,6,2,2,6,1
3,0,0,0,2,1
1,0,0,0,1,1
1,0,0,0,1,1
12,65,5,5,10,1
3,0,0,0,4,1
40,46,4,4,8,1
6,1,1,1,5,1
1,6,1,1,1,1
15,24,3,3,13,1
32,70,5,5,20,0
106,1356,20,20,27,0
3,0,0,0,2,1
58,751,14,14,33,0
101,562,12,12,22,0
1,0,0,0,1,1
38,171,8,8,15,0
1,2,1,1,1,1
1,1,1,1,1,1
5,4,1,1,3,1
21,56,4,4,20,0
44,48,4,4,10,0
2,29,0,2,1,1
1,1,1,1,1,1
31,94,4,4,10,0
9,20,2,2,4,1
5,16,2,3,3,1
1,1,1,1,1,1
4,7,2,2,3,1
3,19,1,3,5,1
2,1,1,1,1,1
292,1790,20,20,25,0
87,630,9,9,33,0
2,3,1,1,2,1
32,131,6,6,25,0
1,0,0,0,1,1
34,1347,15,34,13,0
18,20,3,3,25,1
6,27,2,4,10,1
1,0,0,0,1,1
11,176,4,11,15,1
12,15,2,2,13,1
2,3,1,1,1,1
1,3,1,1,1,1
2,0,0,0,1,1
85,433,9,9,25,0
7,28,4,4,8,1
3,20,0,3,12,1
26,289,9,11,8,1
14,25,3,3,8,1
10,8,1,1,5,1
2,3,1,1,1,1
14,45,4,4,17,1
3,23,2,3,7,1
1,0,0,0,1,1
1,0,0,0,1,1
2,3,1,1,1,1
2,4,1,2,1,1
2,0,0,0,3,1
1,0,0,0,1,1
1,0,0,0,1,1
17,75,5,5,16,1
10,0,0,0,10,1
1,1,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
1,14,1,1,1,1
19,56,4,4,12,1
14,128,7,9,8,1
6,9,2,2,14,1
1,2,1,1,1,1
2,2,1,1,2,1
68,664,13,13,39,0
19,263,5,13,13,1
2,62,1,2,1,1
1,1,1,1,1,1
15,198,7,13,13,1
2,1,1,1,3,1
6,2,1,1,5,1
12,6,1,1,22,1
9,13,2,2,26,1
9,94,4,9,9,1
1,0,0,0,1,1
3,2,1,1,5,1
18,181,7,10,16,1
210,1357,17,17,26,0
17,54,4,4,7,1
1,0,0,0,1,1
2,0,0,0,1,1
3,1,1,1,1,1
50,707,11,14,22,0
3,2,1,1,6,1
71,2033,22,28,23,0
4,25,3,4,4,1
14,23,3,3,8,1
26,161,7,7,17,0
41,65,4,4,12,0
1,0,0,0,1,1
69,78,4,4,25,0
11,154,6,11,5,1
8,5,2,2,6,1
2,6,0,2,2,1
15,14,3,3,12,1
1,0,0,0,1,1
16,44,4,4,13,1
7,63,4,7,11,1
7,151,5,7,5,1
1,0,0,0,1,1
60,350,10,10,27,0
1,0,0,0,1,1
11,19,3,3,9,1
1,3,1,1,1,1
1,0,0,0,1,1
1,3,1,1,1,1
8,51,3,6,7,1
3,1,1,1,4,1
6,35,3,5,9,1
2,47,1,2,4,1
1,0,0,0,1,1
76,169,7,7,20,0
3,6,1,2,5,1
96,581,8,8,31,0
24,33,3,3,16,0
2,14,0,2,2,1
5,22,3,4,7,1
6,12,1,2,7,1
1,3,1,1,1,1
5,14,2,2,3,1
1,1,1,1,1,1
1,2,1,1,1,1
45,100,5,5,20,0
22,32,3,3,18,0
23,57,4,4,9,0
1,2,1,1,1,1
1,0,0,0,1,1
5,11,2,2,6,1
5,12,1,2,5,1
6,6,2,2,5,1
3,2,1,1,1,1
37,125,7,7,20,0
2,25,0,2,1,1
5,1,1,1,2,1
20,63,5,5,34,1
6,108,3,6,4,1
2,0,0,0,1,1
3,7,1,2,2,1
25,1352,10,25,7,1
3,2,1,1,4,1
25,161,7,7,11,0
5,10,2,2,2,1
23,64,3,3,21,0
175,1052,18,18,31,0
1,0,0,0,1,1
2,35,1,2,11,1
1,0,0,0,1,1
3,0,0,0,3,1
1,0,0,0,1,1
7,23,2,3,5,1
30,51,5,5,19,0
1,5,1,1,1,1
13,2,1,1,7,1
2,1,1,1,4,1
6,2,1,1,5,1
1,0,0,0,1,1
57,226,7,7,26,0
12,251,7,12,8,1
17,40,3,3,10,1
3,12,1,3,5,1
15,211,5,14,5,1
1,18,1,1,1,1
13,14,2,2,16,1
3,1,1,1,4,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
23,198,7,8,11,0
9,53,5,5,10,1
20,333,8,16,9,1
11,16,3,3,5,1
11,104,4,9,7,1
1,0,0,0,1,1
6,18,3,3,5,1
21,30,3,3,17,0
33,611,14,18,14,0
18,1289,6,18,21,1
17,123,7,7,10,1
3,9,2,3,1,1
3,9,1,3,3,1
4,1,1,1,1,1
11,8,2,2,5,1
10,204,4,10,11,1
16,142,7,8,28,1
1,0,0,0,1,1
1,0,0,0,1,1
31,76,5,5,13,0
81,417,11,11,13,0
86,3441,18,40,39,0
1,0,0,0,1,1
9,62,5,6,6,1
